#aapstorm this election reminds me of 300 dialogue. 'immortals? we put their name to the test',1,1
rt @diggi840: no news of arrogance by aap people sofa. feeling good. #aapsweep,2,2
5 saal kejriwal. congrats aap and specially delhites for the landslide victory. :-) 67-3 #aapsweep,2,1
@daanirudha that was expected by #congress coz people were fed up of them but never thought #bjp will come down to this #aapsweep,2,1
i simply love my dilli..... #aapsweep #aapstorm http://t.co/yuaxdelj7g,2,2
#aapsweep don't under estimate the power of common man..... @timesnow @aamaadmiparty @ndtv,1,1
"when he left gujarat, modi left rs 21 lakh for the wedding of his personal staff's daughters and that was out of his own savings #aapsweep",1,1
@vishaldadlani some @stanford kids made a song in tribute to #aapsweep. pasand aaya to rt please karna :) http://t.co/r6ruxgd1fr,2,2
#aapsweep:::deeply thinking about horse trading in bihar... http://t.co/l5wjuturs6,1,2
amazing victory that showed that bjp isn't unbeatable well done aap #aapsweep,2,2
meanwhile ajay makan &amp; satish upadhyay spotted returning 50-50 seats they bought from chawla tent house. #aapstorm #aapsweep #aapkidilli,2,1
now elections are over... get on the real issues... where is janlokpal... you can pass the bill this majority if serious to do so. #aapsweep,2,1
"#delhielections people are still confused, it's not referendum neither against modi nor congress but against dirty politics. #aapsweep",1,2
aap may keep out 3 former ministers from new cabinet - economic times: http://t.co/hppeldgfrd #aapsweep -retweet please,2,1
rt @akritareyar: delhi assembly election analysis: bjp's 7 vital mistakes. http://t.co/fytb410aar #aapsweep #modi #amitshah,1,2
"tnm article on #paidmedia missing the #aapsweep completely, misses the obvious point. they are #paidmedia. will work for cong or bjp.",1,1
where are you partying to celebrate the spectacular #aapsweep? #golfbar #shiro #hardrock http://t.co/pirn3dyipx http://t.co/skvihbjwro,1,1
"dear world, india is known as a vibrant democracy because any tom, dick &amp; harry can become pm or cm here. beat us if you can. #aapsweep",2,1
caught in a landslide: top 10 biggest wins in state assembly elections http://t.co/3dnat3wpq4 #aapsweep http://t.co/7kgshqfmty,2,1
"""you have two ears and one mouth. follow that ratio. listen more, talk less."" bjp pay more attention to your surroundings ...#aapsweep",1,1
pm now request his trailor to stop using his name on suit #aapkidilli #aapsweep,1,1
broom's sweep builds delhi's hope! #aapsweep,2,2
tt india 00:44 1.#1daytomsg 2.#aapsweep 3.#chapelhillshooting 4.z-plus 5.valentine's day 6.united 7.van gaal 8.#worldcup 9.whatsapp,1,1
@sardesairajdeep #aapsweep safety of women was a decisive factor in this election &amp; bjp rable rousers modi's silence freaked people out,2,1
rt @indiatoday: live | arvind kejriwal addresses supporters outside party office #aapsweep http://t.co/vwahrdvcvt http://t.co/i7e6t308dx,1,1
"9 months ago modi came into power , result after 9 months kejriwal is in power #aapsweep #kiskidilli",1,1
why #aapsweep happened because they follow gandhi ji not godase like bjp http://t.co/pqil64zztg,1,2
"#aapsweep | @aamaadmiparty shares exclusive, behind the scenes pictures from the party hq. (pics- @twittermirror) http://t.co/q0kzqrtsdu",1,1
now that #aap has won 67 seats delhi assembly can also be called at #kejriwal 's house!!#aapsweep,2,1
"woman gives stranger kidney, now they're engaged: http://t.co/gnv4m7mivs #aapsweep -retweet please",1,2
#aapsweep how does a common man becum a chief minister without becoming a politician? he has 2 b ak either @anilkapoor or @arvindkejriwal,1,1
"&gt;&gt;&gt;&gt;&gt;&gt;&gt; "" we love you aap""..14 feb..celebration &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; #aapsweep",1,2
i think aap should troll bjp by saying evm machines in bjp won areas were tampered with. lol. #aapsweep,2,1
"cong 0 bjp 1 akali 2 ( lop ) , aap 67. this is abs jhadu ki safayi. #aapsweep",1,1
kejriwal gets a good opportunity to show other state's cm how to work. best of luck. #aapsweep,2,2
"dude, no. this is serious. ""abki baar it's wagonr!"" #delhidecides #aapsweep",2,2
"@quizderek stooping so low, dont you have better words for the pm. cheap and pervert @bdutt @shekhargupta #aapsweep #aaptards",1,2
aap hs asked media to b their opposition bt media hs taken their job so seriously tht they started it even b4 swearing-in ceremony #aapsweep,2,2
pm campaigning against aap chief acknowledged ak 's power. #aapsweep,2,1
#aapsweep youngsters backfired on modi and voted for younger looking arvind; http://t.co/teylde1pe9,1,1
a moment of silence for all those who thought #abkibarbedisarkar #aapsweep,1,1
#fakefundrow aap has not even forme govt &amp; scams &amp; frauds have already started bosedk @arvindkejriwal.hats off to arnab @timesnow #aapsweep,1,1
#aapsweep delhi has shown we can think beyond religion cast race,2,1
aap got more seats than the size of modi's chest lol #aapsweep,2,1
rt @sudhirtailang: done the cartoon on #aapsweep in #delhi --will post tomorrow morning.,1,1
lmao this is so embarrassing. this is what you get for having raga 2.0 as your cm candidate. #aapsweep,1,2
"very happy to see #aap winning with majority, people of delhi are wise. after all integrity prevails @arvindkejriwal #aapsweep",2,2
#aapsweep @sachin_rt review by- thebeckery always good!... http://t.co/tmswmsuwk3,2,1
"#feb10witharnab mr. sanjay jha ""there are still 25 more election"" to lose under the able guidance of raga #aapsweep",1,1
arvind kejriwal granted exemption from psnl appearance by delhi court in a defamation complaint filed against him by an advocate #aapsweep,2,2
victory of @arvindkejriwal's determination and aim of a corruption free india makes me happy from core of my heart #aapkidelhi #aapsweep,2,2
rt @infomumbai: definition of love &amp; craze :)) #aapsweep #aapkidilli #aapstorm http://t.co/ijobfomj7c,2,2
rt @aektakapoor: @arvindkejriwal has graduated from ak49 to ak67. he even got 67% of delhi out to vote last weekend. #aapsweep #67seats,1,1
congratulation kejirval * pls offer trillion ride at delhi road coz for my bjp mlas to attend assembly now trillion ride delhi #aapsweep,2,1
"brace urself. bijlee, pani and wifi gng to be cheap/free at the cost of subsidy going to be paid by your tax money. #aapsweep #delhidecides",2,2
@mbatious11 finally my man is cm again......#aapsweep #5saalkejriwal #delhidecides #delhielections,2,2
kiran bedi blames shahi imam n his fatwa for her defeat. on a completely unrelated note she also blames shah n jaitley. #aapsweep,2,1
"horrible day for turncoats binny, krishna tirath, @shaziailmi n of course @thekiranbedi.#delhidecides",2,2
whatever my minds says.. i congratulates to our new #chiefminister @arvindkejriwal. #delhidecides #5saalkejriwal #aamaadmikisarkaar #jaiho,2,1
trends of all 70 seats out: aap is leading in 57 of them with bjp at 11 cong at 1 and others at 1 #delhidecides,2,1
#saziailmiissounlucky she could give 'friday the 13th' a complex! #aapsweep #delhidecides #feb10witharnab,1,1
"#delhidecides @aamaadmiparty @msisodia: #delhi wants an honest govt, we have a vision &amp; leadership both #kiskidilli http://t.co/pfmyis5bcf",2,2
what can be more humiliating to bjp than tata nano trending on twitter. #aapsweep #delhidecides,2,1
modi wanted a congress mukht bharat. bedi n shah give him a bjp mukht delhi @thekiranbedi -madamji badhai ho #delhidecides #ndtvresults,2,1
citizens of india /delhi are so intelligent that they always take right decisions at right time.. #delhidecides,2,2
today is the beginning of a new realm in politics! #honest #transparent #app #delhidecides #mufflermanreturns,2,1
kiran bedi proves #ashubh for #bjp . the big mistake of #bjp is to elect #kiranbedi cm representative. #delhidecides,2,2
"shifting to delhi.. bijli, paani, wifi sab free ..lmao xd #aapsweep #delhidecides",2,1
rt @pmishra_news24: #aap supporters outside party office @east patel nagar #delhidecides @news24tvchannel http://t.co/kokihmjd20,2,1
hey this pic-joke is not about #delhi &amp; #kejriwal &amp; 2014's #delhielections &amp; in 2015 #delhidecides &amp; of-course #modi http://t.co/wv3vhw0pe8,1,1
"delhi results proved that no matter which wave it is, the effects are going to be sinusoidal. #delhidecides #delhiresults",2,1
"as a congressmen if you laugh at the potshots taken at us, u r a traitor &amp; if you dont you have hoods on #delhidecides",2,2
rita bahuguna arguing still. amazed at the stubbornness of #congress. nikalo aham ki patti aankon se..#delhidecides,1,2
#aap edging closer to 60 seats in the delhi assembly elections. #aapwinsdelhi #delhielectionresults #delhidecides,1,1
rt @newsflicks: a promise after #aapsweep in #kiskidilli #delhidecides http://t.co/xzcd8g4vyr,1,2
the momentous #aap victory for the second time is killing my work ethics for research. synopsis greys! why this kolaveri di? #delhidecides,2,1
"#delhidecides to say ""hair"" instead of ""here""",1,1
now people are saying modi haar raha hai...they know :) #delhidecides,2,2
not red carpets for presidents but mind the roads and slums or we will sweep you out .@aamaadmiparty .@aapsweep #delhidecides,1,1
congress is paying homage to aryabhatta. #kiskidilli #delhidecides,1,2
"rahul gandhi, from a few moments ago. i think. #delhidecides #rahulgandhi #india http://t.co/jdha7kwest",1,2
seems like arvind kejriwal farted and whole bjp kingdom blew off grin emoticon #delhielections #delhidecides #kiskidilli,2,2
"was a gloomy day . but when i saw delhi poll results ,it gave me great laugh. thanks delhi. #delhidecides",2,2
rt @sagarrajshi: a patriot must be ready to defend his country against his government. #aapsweep #delhidecides,1,2
"when the agenda shifts from development to moronics of sakshi maharaj, this is what happens. well done aap #kiskidilli #delhidecides",2,1
"#delhidecides best wishes to delhiites &amp; @aamaadmiparty towards free power, water and wi-fi at least for next 5 years ......................",2,2
aryabhatt gave zero to the world..but delhites r going to remember the zero of #congress more. #aapsweep #delhidecides #feb10witharnab,2,1
"this summer will be the most dreadful summer for delhites. no electricity, no water, aur wifi ha ha ha ha.... #aapcheater #delhidecides",2,1
my friend tells me that suit is so dear to modiji he cud b wearing it one last time as he watches the results #delhidecides #missiondelhi,2,2
wonderful lead projections! speaks well for start of process for rise of an alt for current pathetic 2 national parties!! #delhidecides,2,2
'a' ap ki 'a' pani 'p' echchan is aam adami. n thats how aap n delhi be known onwards. #aapsweep #delhidecides,1,1
once again @arvindkejriwal for delhi ...#delhidecides #delhielections #delhiresults,1,1
"so #aapkidilli starts - batla house encounter fake, by amanatullah khan! #aapsweep #delhidecides #aapstorm. just dismantle security agencies",1,2
"rt @bharat_hdl: real ""winner"" seems to be congi , who,sensing a total defeat, urged its voters to vote for aap #delhidecides",2,1
historical day for indian democracy. congrats delhi. #aapsweep #delhidecides,2,1
#bjpcongresssaaf #ak49plus #now5saalkejriwal #delhidecides #aapsweptdelhi http://t.co/lqp7nvxf01 @arnabgoswami_tn sir look at this lolzzzz,2,1
yesssssssssss! power hungry opportunist kiran bedi lost #delhidecides,2,1
"#app has not just defeated the #bjp, it has even defeated the exist polls #kiskidilli #delhidecides #aapsweep",2,2
"#kiranbedi loses krishna nagar seat, by 2508 votes http://t.co/vkacgfy4yd #delhidecides #kiskidilli #aapsweep http://t.co/flmhoxgbhm",2,1
"i haven't lost, bjp has lost/ krishnanagar is dirty/ havent paid a penny to be bjp's cm. bedi rocks! #milleniumbloopers #delhidecides",2,1
"thumbs-up aap, a warning for bjp, a death-note for congress.the dance of the world's largest democracy continues #kiskidilli #delhidecides",2,1
at 2:05 pm: #aap wins 41 seats; leads in 26 #aapsweep #delhidecides #kiskidilli,1,1
"i was wondering, why wasn't modi wave reached till nation capital this time. #delhidecides. #kiskidilli. #feb10witharnab.",2,1
delhi joins swach bharat #delhidecides for.clean politics and leadership.,1,1
"now that aap winning, uganda can ask its citizens to come back. #delhidecides",2,1
#delhidecides there is no question of it. this is the govt. we believe will take many levels up what it stands today. delhi should lead this,1,1
"congress should contest more elections! the more their candidates loose deposits, the more income it is to the gov!!#delhidecides #congress",1,1
bhai @upadhyaysbjp ab to moral grounds pe resign kar do..lol #delhidecides #kiskidilli,1,2
rt @sham1m_ansari: its a refreshing change in indian politics with the rise of #aap in delhi. #aapkidilli #delhidecides #aapsweep,2,2
#delhidecides #kiskidilli: i want @arvindkejriwal @aamaadmiparty 2prove me wrong on all i've said against him. only then delhi &amp; india wins!,2,2
and i totally expected rahul gandhi to be on trends.. :) :p #aapkidilli #delhidecides,2,1
delhi has voted for idealism without deciphering the ideology #delhidecides,2,1
so now #delhidecides that mr kejriwal is a good salesman of dreams. can he also become a delivery man!,1,1
indian made future weaponry named ak-67 has arrived! show time begins now!#aapsweep #delhidecides #aap #aapkidilli #aaptards #aaptsunami,2,1
k.k.k.k.k.k. kiran bedi clean bowled. aap wins krishna nagar too! #kiskidilli #delhidecides,2,1
well done @arvindkejriwal and fellow tards #delhidecides http://t.co/w1lomauft9,2,1
"will a single man win or the army of @bjp4india will crush him, time have come, let's see what #delhidecides",2,1
"@5forty3 @mrsgandhi delhi hs chosen ths mayhem.nw will pay for it. aap mla amanatullah says batla encounter fake, probe again. #delhidecides",1,1
facebook heir? time to choose who manages ur acc... http://t.co/jngltmaitv #facebook #aapsweep #blog #delhidecides #update #technology #geek,1,1
"just saw someone holler ""how can this possibly happen???"" not sure if he is congress or bjp or even aap for that matter. #delhidecides",1,1
many surveys showed that only the lower &amp; the middle class people will vote for this party... #aapsweep #delhidecides #arvindkejriwal,1,1
"unprecedented, incredible, so inspirational for the young! . if you have janoon, you can make it. #delhidecides http://t.co/mj74jtnkmh",2,2
clean sweep by #aapsweep. amul cashes on #delhidecides http://t.co/uqtheazjq2,1,1
i hope #aap volunteers show grace. no crackers- @aamaadmiparty - no hooliganism. #kejriwalontvf #kiskidilli #delhidecides,1,2
worst part of it all. now the govt cant even take genuine action against aap funding scam. media &amp; aaptards will cry vendetta. #delhidecides,2,1
the real revolution has started :d :d :d #kiskidilli #delhidecides #delhielections #ndtvresults,2,1
haha...i slept with peace having confidence that aap will sweep by the time i woke up...i was bang on....#delhidecides #kiskidilli .59 seats,2,1
let's see what aap will do differently from the other two big parties in india #aap #bedifails #delhidecides,1,1
congress is more happy about bjp loosing then it getting a zero! #delhidecides,2,2
@abantika_ghosh @indianexpress bt now bjp must move farword in the leadership of #kiranbedi #delhidecides,1,2
rt @vivekshahi0022: this day should be announced as aam aadmi day. #delhidecides #delhishowdown,1,1
read this blog on world cup https://t.co/xm1q1d663o - kejriwal #aapsweep modi #delhidecides congress #1daytomsg #kiskidilli #fakefundrow,1,1
@newsroompostcom @drmingmasherpa modi should keep a distance with the indian mafia that he is so hellbent to serve. #delhidecides is ominous,1,1
delhi assembly (vidhan sabha) election results 2015 http://t.co/j1joz7me4f via @nandishchothani #aapsweep #delhidecides,1,1
kiran bedi if you are still searching the reason of bjp losing.. go n see in mirror. #delhidecides #delhielections,1,2
rt @ankitlal: today #delhidecides! may the honest one win!,2,1
rt @himanshuasolia: #delhidecides so d delhi is going wid d anarchists !!!,1,1
"so it's official now, rahul gandhi will not tear the bill #rahulonleave.",2,1
the best product he can ever produce : ileave #rahulonleave,2,1
#rahulonleave this is not fair.y ppl always target this innocent fellow.every one takes leave.y attacking on him unnecessary.bichara rahul,2,1
#rahulonleave ! maybe he's taking better photoshop classes this time around coz too many people figured out their talent in the hoardings.,1,2
#rahulonleave because he wants to watch the movie #annareturns ;),2,1
"aap mla s are too good, watch and share. http://t.co/kfsofwpxsb #rahulonleave",1,1
"if rahul quits politics, it will be a real 'blow to modi !'. @bdutt @sardesairajdeep @sagarikaghose @ndtv #whereisrahul #rahulonleave",2,2
"rahul wants to live so, #rahulonleave and therefore rahul left...!",2,2
"#annareturns ,#rahulonleave.....playing hide &amp; seek",1,1
#rahulonleave kamalnath n digvijay ivs have ine bottom line as @digvijaya_28 stated. give rahul a chance n free hand.,1,1
#rahulonleave when is #rahulgandhi taking voluntary retirement from indian politics?? would be best for india and indians.,1,1
it is necessary to work before going to holidays #whereisrahul #rahulonleave,1,1
amethi is the real loser in all this...!!#rahulonleave,2,1
rahul has gone to venus to empower it after someone told him women are from venus. stop asking #whereisrahul #rahulonleave . ok.,1,1
"i m wearing full black tomorrow to office, mourning the loss of the little hope i had left for rahul gandhi #whereisrahul #rahulonleave",2,2
rt @swapnesh94: raga on a sabbatical..man that is some news!!should give him ample time to watch chhota bheem and shin chan!! #rahulonleave,2,1
#rahulonleave can somebody tell how much time he needs for introspection.. come on be street smart and face the ground realities...,1,1
@bjp4india &amp; its supporter must not troll #rahulonleave as he is their best campaigner! 1/2,2,2
spring break begins early 4 #raga. wish elected rep of aam admi wud spend some time on what he is meant 2 do in 1st place. #rahulonleave,1,2
the most happiest living beings in india as far as the rahul gandhi as a lead of congress party is ....the bjp #whereisrahul #rahulonleave,2,1
i can understand #rahulonleave . at least he works harder than the self proclaimed holier than thou prophet arvind kejriwal.,2,1
"a #rahulonleave is missing again the 1ly difference is this time it's in #news ,who cares these days as he does anything by living around",1,1
